search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P01116,KRAS,"GTPase KRas",3.6.5.2,"RASK_HUMAN, KRAS, KRAS2, RASK2","Cell membrane, Cytoplasm, Cytosol, Cell membrane","P01116 RASK_HUMAN GTPase KRas P01116,A8K8Z5,B0LPF9,P01118,Q96D10 K-Ras 2, Ki-Ras, c-K-ras, c-Ki-ras KRAS2, RASK2","cytoplasm, cytosol, endoplasmic reticulum membrane, extrinsic component of cytoplasmic side of plasma membrane, focal adhesion, golgi membrane, membrane, membrane raft, mitochondrial outer membrane, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RASK_HUMAN,https://cansarblack.icr.ac.uk/target/P01116/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q5T7P3,LCE1B,"Late cornified envelope protein 1B",,"LCE1B_HUMAN, LCE1B, LEP2, SPRL2A",,"Q5T7P3 LCE1B_HUMAN Late cornified envelope protein 1B Q5T7P3,A4IF40 Late envelope protein 2, Small proline-rich-like epidermal differentiation complex protein 2A LEP2, SPRL2A",,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=LCE1B_HUMAN,https://cansarblack.icr.ac.uk/target/Q5T7P3/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q2VYF4,LETM2,"LETM1 domain-containing protein LETM2, mitochondrial",,"LETM2_HUMAN, LETM2","Mitochondrion inner membrane","Q2VYF4 LETM2_HUMAN LETM1 domain-containing protein LETM2, mitochondrial Q2VYF4,A6NMG3,Q8NCR2,Q96LL1 LETM1 and EF-hand domain-containing protein 2, Leucine zipper-EF-hand-containing transmembrane protein 1-like ","integral component of membrane, mitochondrial inner membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=LETM2_HUMAN,https://cansarblack.icr.ac.uk/target/Q2VYF4/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q6ZV60,LINC00173,"Putative uncharacterized protein encoded by LINC00173",,"YL023_HUMAN, LINC00173, NCRNA00173",,"Q6ZV60 YL023_HUMAN Putative uncharacterized protein encoded by LINC00173 Q6ZV60  NCRNA00173",,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=YL023_HUMAN,https://cansarblack.icr.ac.uk/target/Q6ZV60/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P08519,LPA,Apolipoprotein(a),3.4.21.-,"APOA_HUMAN, LPA",,"P08519 APOA_HUMAN Apolipoprotein(a) P08519,Q5VTD7,Q9UD88  ","extracellular region, plasma lipoprotein particle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=APOA_HUMAN,https://cansarblack.icr.ac.uk/target/P08519/synopsis,"63.82|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein","63.82|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||58.45|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein","63.82|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||58.45|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||46.15|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.44|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.30|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||45.24|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||45.00|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||45.00|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||44.87|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||44.69|P00747|PLG|ALTEPLASE,AMINOCAPROIC ACID,APROTININ,TRANEXAMIC ACID,UROKINASE|Whole:::Protein||44.68|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||42.53|P00734|F2|ANTITHROMBIN ALFA,ARGATROBAN,BIVALIRUDIN,DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE,DESIRUDIN,LEPIRUDIN,XIMELAGATRAN|Whole:::Protein||41.67|P00750|PLAT|AMINOCAPROIC ACID|Whole:::Protein||40.00|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||39.60|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||38.89|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||36.82|P00742|F10|ANTITHROMBIN ALFA,APIXABAN,BETRIXABAN,EDOXABAN,EDOXABAN TOSYLATE,EMICIZUMAB,FONDAPARINUX,FONDAPARINUX SODIUM,RIVAROXABAN|Whole:::Protein||35.69|P00748|F12|BISMUTH SUBGALLATE,HUMAN C1-ESTERASE INHIBITOR|Whole:::Protein||35.03|P00734|F2|ANTITHROMBIN ALFA,ARGATROBAN,BIVALIRUDIN,DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE,DESIRUDIN,LEPIRUDIN,XIMELAGATRAN|Whole:::Protein",,,,,0,,0,-1.7,61,,,,,,,,,,
,Q86UE6,LRRTM1,"Leucine-rich repeat transmembrane neuronal protein 1",,"LRRT1_HUMAN, LRRTM1","Cell membrane, Cell junction, Synapse, Postsynaptic cell membrane","Q86UE6 LRRT1_HUMAN Leucine-rich repeat transmembrane neuronal protein 1 Q86UE6,A8K397,D6W5K1,Q96DN1  ","axon, endoplasmic reticulum, excitatory synapse, extracellular matrix, extracellular space, gaba-ergic synapse, glutamatergic synapse, growth cone, integral component of postsynaptic specialization membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=LRRT1_HUMAN,https://cansarblack.icr.ac.uk/target/Q86UE6/synopsis,"29.28|Q9NYK1|TLR7|HYDROXYCHLOROQUINE,HYDROXYCHLOROQUINE SULFATE,IMIQUIMOD|Whole:::Protein",,,,,,,0,,0,-1.15,67,,,,,,,,,,
,Q96GX5,MASTL,"Serine/threonine-protein kinase greatwall",2.7.11.1,"GWL_HUMAN, MASTL, GW, GWL, THC2","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Nucleus, Cleavage furrow","Q96GX5 GWL_HUMAN Serine/threonine-protein kinase greatwall Q96GX5,Q5T8D5,Q5T8D7,Q8NCD6,Q96SJ5 Microtubule-associated serine/threonine-protein kinase-like GW, GWL, THC2","centrosome, cleavage furrow, cytoplasm, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GWL_HUMAN,https://cansarblack.icr.ac.uk/target/Q96GX5/synopsis,"45.21|O75116|ROCK2|NETARSUDIL,unnamed compound|Whole:::Protein",,"45.21|O75116|ROCK2|NETARSUDIL,unnamed compound|Whole:::Protein||45.21|Q13464|ROCK1|NETARSUDIL,unnamed compound|Whole:::Protein||38.02|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||37.63|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||37.57|P41743|PRKCI|MIDOSTAURIN|Whole:::Protein||37.21|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||36.63|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||36.57|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||36.43|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||36.29|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||35.94|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||35.84|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||35.71|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||35.47|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||35.45|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||35.45|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||35.33|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||35.26|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein||35.14|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein",,,,,0,,0,0.8,88,,,,,,,,,,
,Q15528,MED22,"Mediator of RNA polymerase II transcription subunit 22",,"MED22_HUMAN, MED22, SURF5",Nucleus,"Q15528 MED22_HUMAN Mediator of RNA polymerase II transcription subunit 22 Q15528,B3KW83,B3KWX4,O76072,Q5T8U0 Mediator complex subunit 22, Surfeit locus protein 5 SURF5","cytoplasm, mediator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MED22_HUMAN,https://cansarblack.icr.ac.uk/target/Q15528/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q16819,MEP1A,"Meprin A subunit alpha",3.4.24.18,"MEP1A_HUMAN, MEP1A",Membrane,"Q16819 MEP1A_HUMAN Meprin A subunit alpha Q16819,A2RRM4,B0AZP9,B2RCS2,Q8TDC9,Q9H1R1 Endopeptidase-2, N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit alpha, PABA peptide hydrolase, PPH alpha ","extracellular exosome, extracellular space, integral component of plasma membrane, meprin a complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MEP1A_HUMAN,https://cansarblack.icr.ac.uk/target/Q16819/synopsis,,,,,,,,0,,0,-1.9,59,,,,,,,,,,
,Q8IVH4,MMAA,"Methylmalonic aciduria type A protein, mitochondrial",3.6.-.-,"MMAA_HUMAN, MMAA","Mitochondrion, Cytoplasm","Q8IVH4 MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial Q8IVH4,B3KX40,Q495G7  ","cytoplasm, mitochondrial matrix, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MMAA_HUMAN,https://cansarblack.icr.ac.uk/target/Q8IVH4/synopsis,,,,,,,,0,,0,-1.1,67,,,,,,,,,,
,Q9NZB8,MOCS1,"Molybdenum cofactor biosynthesis protein 1",4.1.99.22,"MOCS1_HUMAN, MOCS1",,"Q9NZB8 MOCS1_HUMAN Molybdenum cofactor biosynthesis protein 1 Q9NZB8,B3KPT7,B4DTP1,O14940,O14941,O75710,Q5J7W0,Q5TCE1,Q5TCE2,Q5TCE6,Q5TCE9,Q5TCF0,Q5TCF1,Q8N418,Q9NZB7,Q9UEM1 Cell migration-inducing gene 11 protein, Molybdenum cofactor synthesis-step 1 protein A-B ","cytosol, molybdopterin synthase complex, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MOCS1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NZB8/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O15442,MPPED1,"Metallophosphoesterase domain-containing protein 1",3.1.-.-,"MPPD1_HUMAN, MPPED1, C22orf1, FAM1A",,"O15442 MPPD1_HUMAN Metallophosphoesterase domain-containing protein 1 O15442,A8K159,B7Z2S9,Q8N361 Adult brain protein 239 C22orf1, FAM1A",,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MPPD1_HUMAN,https://cansarblack.icr.ac.uk/target/O15442/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P11836,MS4A1,"B-lymphocyte antigen CD20",,"CD20_HUMAN, MS4A1, CD20","Cell membrane, Cell membrane","P11836 CD20_HUMAN B-lymphocyte antigen CD20 P11836,A6NMS4,B4DT24,P08984,Q13963 B-lymphocyte surface antigen B1, Bp35, Leukocyte surface antigen Leu-16, Membrane-spanning 4-domains subfamily A member 1 CD20","cell surface, external side of plasma membrane, extracellular exosome, extracellular space, integral component of plasma membrane, nucleoplasm, plasma membrane, plasma membrane raft",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CD20_HUMAN,https://cansarblack.icr.ac.uk/target/P11836/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q96DP5,MTFMT,"Methionyl-tRNA formyltransferase, mitochondrial",2.1.2.9,"FMT_HUMAN, MTFMT, FMT, FMT1",Mitochondrion,"Q96DP5 FMT_HUMAN Methionyl-tRNA formyltransferase, mitochondrial Q96DP5,B7Z734  FMT, FMT1",mitochondrion,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=FMT_HUMAN,https://cansarblack.icr.ac.uk/target/Q96DP5/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q99747,NAPG,"Gamma-soluble NSF attachment protein",,"SNAG_HUMAN, NAPG, SNAPG",Membrane,"Q99747 SNAG_HUMAN Gamma-soluble NSF attachment protein Q99747,B4DFC9,Q9BUV1 N-ethylmaleimide-sensitive factor attachment protein gamma SNAPG","extracellular exosome, lysosomal membrane, mitochondrion, snare complex, synapse, vacuolar membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SNAG_HUMAN,https://cansarblack.icr.ac.uk/target/Q99747/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9UHF3,NAT8B,"Putative N-acetyltransferase 8B",2.3.1.-,"NAT8B_HUMAN, NAT8B, CML2","Endoplasmic reticulum-Golgi intermediate compartment membrane, Endoplasmic reticulum membrane","Q9UHF3 NAT8B_HUMAN Putative N-acetyltransferase 8B Q9UHF3,Q0VAD9,Q6NT18 Acetyltransferase 1, Camello-like protein 2 CML2","endoplasmic reticulum membrane, endoplasmic reticulum-golgi intermediate compartment, endoplasmic reticulum-golgi intermediate compartment membrane, integral component of membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NAT8B_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UHF3/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O75376,NCOR1,"Nuclear receptor corepressor 1",,"NCOR1_HUMAN, NCOR1, KIAA1047",Nucleus,"O75376 NCOR1_HUMAN Nuclear receptor corepressor 1 O75376,B3DLF8,E9PGV6,Q86YY0,Q9UPV5,Q9UQ18  KIAA1047","chromatin, cytosol, histone deacetylase complex, membrane, mitotic spindle, nucleoplasm, nucleus, transcription repressor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NCOR1_HUMAN,https://cansarblack.icr.ac.uk/target/O75376/synopsis,,,,,,,,0,,0,-0.15,78,,,,,,,,,,
,Q9Y6M9,NDUFB9,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9",,"NDUB9_HUMAN, NDUFB9, LYRM3, UQOR22","Mitochondrion inner membrane","Q9Y6M9 NDUB9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 Q9Y6M9,B2R8M6,Q9UQE8 Complex I-B22, LYR motif-containing protein 3, NADH-ubiquinone oxidoreductase B22 subunit LYRM3, UQOR22","mitochondrial inner membrane, mitochondrial respiratory chain complex i, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NDUB9_HUMAN,https://cansarblack.icr.ac.uk/target/Q9Y6M9/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P18615,NELFE,"Negative elongation factor E",,"NELFE_HUMAN, NELFE, RD, RDBP",Nucleus,"P18615 NELFE_HUMAN Negative elongation factor E P18615,A2BE08,B4DUN1,B4DYX9,Q5JP74,Q5JP75,Q96F56,Q9NPK2 RNA-binding protein RD RD, RDBP","nelf complex, nuclear body, nucleoplasm, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NELFE_HUMAN,https://cansarblack.icr.ac.uk/target/P18615/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9H2C8,OR51V1,"Olfactory receptor 51V1",,"O51V1_HUMAN, OR51V1, OR51A12","Cell membrane","Q9H2C8 O51V1_HUMAN Olfactory receptor 51V1 Q9H2C8 Odorant receptor HOR3'beta1, Olfactory receptor 51A12, Olfactory receptor OR11-36 OR51A12","integral component of membrane, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=O51V1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9H2C8/synopsis,,,,,,,,0,,0,1,90,,,,,,,,,,
,Q9Y236,OSGIN2,"Oxidative stress-induced growth inhibitor 2",,"OSGI2_HUMAN, OSGIN2, C8orf1",,"Q9Y236 OSGI2_HUMAN Oxidative stress-induced growth inhibitor 2 Q9Y236 hT41 C8orf1",,,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=OSGI2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9Y236/synopsis,,,,,,,,0,,0,-1.85,60,,,,,,,,,,
,A8MW92,PHF20L1,"PHD finger protein 20-like protein 1",,"P20L1_HUMAN, PHF20L1",,"A8MW92 P20L1_HUMAN PHD finger protein 20-like protein 1 A8MW92,A8MZC9,Q86U89,Q86W43,Q96BT0,Q9H702,Q9HBK3,Q9NYR3,Q9Y381  ","nsl complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=P20L1_HUMAN,https://cansarblack.icr.ac.uk/target/A8MW92/synopsis,,,,,,,,0,,0,-1.85,60,,,,,,,,,,
,P53803,POLR2K,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",,"RPAB4_HUMAN, POLR2K",Nucleus,"P53803 RPAB4_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC4 P53803,Q6IBD4 ABC10-alpha, DNA-directed RNA polymerase II subunit K, RNA polymerase II 7.0 kDa subunit, RPB10alpha ","cytosol, nucleoplasm, nucleus, rna polymerase i complex, rna polymerase ii, rna polymerase iii complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RPAB4_HUMAN,https://cansarblack.icr.ac.uk/target/P53803/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q14558,PRPSAP1,"Phosphoribosyl pyrophosphate synthase-associated protein 1",,"KPRA_HUMAN, PRPSAP1",,"Q14558 KPRA_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 1 Q14558,B2R6M4,Q96H06 39 kDa phosphoribosypyrophosphate synthase-associated protein ","cytoplasm, ribose phosphate diphosphokinase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KPRA_HUMAN,https://cansarblack.icr.ac.uk/target/Q14558/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P41222,PTGDS,"Prostaglandin-H2 D-isomerase",5.3.99.2,"PTGDS_HUMAN, PTGDS, PDS","Rough endoplasmic reticulum, Nucleus membrane, Golgi apparatus, Cytoplasm, Perinuclear region, Secreted","P41222 PTGDS_HUMAN Prostaglandin-H2 D-isomerase P41222,B2R727,Q5SQ10,Q7M4P3,Q9UC22,Q9UCC9,Q9UCD9 Beta-trace protein, Cerebrin-28, Glutathione-independent PGD synthase, Lipocalin-type prostaglandin-D synthase, Prostaglandin-D2 synthase PDS","endoplasmic reticulum membrane, extracellular exosome, extracellular region, extracellular space, golgi apparatus, nuclear membrane, perinuclear region of cytoplasm, rough endoplasmic reticulum",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTGDS_HUMAN,https://cansarblack.icr.ac.uk/target/P41222/synopsis,,,,,,,,0,,0,0.35,83,,,,,,,,,,
,Q92932,PTPRN2,"Receptor-type tyrosine-protein phosphatase N2",3.1.3.-,"PTPR2_HUMAN, PTPRN2, KIAA0387","Cytoplasmic vesicle, Secretory vesicle membrane, Cytoplasmic vesicle, Secretory vesicle, Synaptic vesicle membrane, Cytoplasmic vesicle, Secretory vesicle membrane","Q92932 PTPR2_HUMAN Receptor-type tyrosine-protein phosphatase N2 Q92932,E9PC57,Q8N4I5,Q92662,Q9Y4F8,Q9Y4I6 Islet cell autoantigen-related protein, Phogrin KIAA0387","endoplasmic reticulum lumen, ficolin-1-rich granule membrane, integral component of plasma membrane, integral component of synaptic vesicle membrane, plasma membrane, receptor complex, secretory granule membrane, synaptic vesicle membrane, terminal bouton",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PTPR2_HUMAN,https://cansarblack.icr.ac.uk/target/Q92932/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9UHX1,PUF60,"Poly(U)-binding-splicing factor PUF60",,"PUF60_HUMAN, PUF60, FIR, ROBPI, SIAHBP1",Nucleus,"Q9UHX1 PUF60_HUMAN Poly(U)-binding-splicing factor PUF60 Q9UHX1,A8K8K8,Q969E7,Q96D94,Q96H63,Q99628,Q9NZA0,Q9UJY7 60 kDa poly(U)-binding-splicing factor, FUSE-binding protein-interacting repressor, Ro-binding protein 1, Siah-binding protein 1 FIR, ROBPI, SIAHBP1","cell junction, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PUF60_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UHX1/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,P61018,RAB4B,"Ras-related protein Rab-4B",3.6.5.2,"RAB4B_HUMAN, RAB4B","Cell membrane","P61018 RAB4B_HUMAN Ras-related protein Rab-4B P61018,P22750,Q7Z514,Q9HBR6  ","endosome, insulin-responsive compartment, perinuclear region of cytoplasm, plasma membrane, recycling endosome, secretory granule membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RAB4B_HUMAN,https://cansarblack.icr.ac.uk/target/P61018/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P15918,RAG1,"V(D)J recombination-activating protein 1",3.1.-.-,"RAG1_HUMAN, RAG1, RNF74",Nucleus,"P15918 RAG1_HUMAN V(D)J recombination-activating protein 1 P15918,E9PPC4,Q8IY72,Q8NER2 RING finger protein 74 RNF74","dna recombinase complex, endodeoxyribonuclease complex, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RAG1_HUMAN,https://cansarblack.icr.ac.uk/target/P15918/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q86SE5,RALYL,"RNA-binding Raly-like protein",,"RALYL_HUMAN, RALYL, HNRPCL3",,"Q86SE5 RALYL_HUMAN RNA-binding Raly-like protein Q86SE5,B3KTH2,G3V129,Q6ZW87,Q8N1C2 Heterogeneous nuclear ribonucleoprotein C-like 3 HNRPCL3","nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RALYL_HUMAN,https://cansarblack.icr.ac.uk/target/Q86SE5/synopsis,,,,,,,,0,,0,-0.15,78,,,,,,,,,,
