search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,Q9UBT2,UBA2,"SUMO-activating enzyme subunit 2",2.3.2.-,"SAE2_HUMAN, UBA2, SAE2, UBLE1B","Cytoplasm, Nucleus","Q9UBT2 SAE2_HUMAN SUMO-activating enzyme subunit 2 Q9UBT2,B3KWB9,O95605,Q59H87,Q6IBP6,Q9NTJ1,Q9UED2 Anthracycline-associated resistance ARX, Ubiquitin-like 1-activating enzyme E1B, Ubiquitin-like modifier-activating enzyme 2 SAE2, UBLE1B","cytoplasm, nucleoplasm, sumo activating enzyme complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=SAE2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UBT2/synopsis,,,,,,,,0,,0,-1.95,59,,,,,,,,,,
,Q13526,PIN1,"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1",5.2.1.8,"PIN1_HUMAN, PIN1","Nucleus, Nucleus speckle, Cytoplasm","Q13526 PIN1_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 Q13526,A8K4V9,Q53X75 Peptidyl-prolyl cis-trans isomerase Pin1, Rotamase Pin1 ","ciliary basal body, cytoplasm, cytosol, glutamatergic synapse, midbody, mitochondrion, neuron projection, nuclear speck, nucleoplasm, nucleus, postsynaptic cytosol",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PIN1_HUMAN,https://cansarblack.icr.ac.uk/target/Q13526/synopsis,,,,,,,,0,,0,-0.05,79,,,,,,,,,,
,Q9NVN8,GNL3L,"Guanine nucleotide-binding protein-like 3-like protein",,"GNL3L_HUMAN, GNL3L","Nucleus, Nucleolus","Q9NVN8 GNL3L_HUMAN Guanine nucleotide-binding protein-like 3-like protein Q9NVN8  ","cytosol, membrane, nucleolus, nucleoplasm, telomerase holoenzyme complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GNL3L_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NVN8/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q13042,CDC16,"Cell division cycle protein 16 homolog",,"CDC16_HUMAN, CDC16, ANAPC6","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Spindle","Q13042 CDC16_HUMAN Cell division cycle protein 16 homolog Q13042,A2A365,Q5T8C8,Q7Z651,Q96AE6,Q9Y564 Anaphase-promoting complex subunit 6, CDC16 homolog, Cyclosome subunit 6 ANAPC6","anaphase-promoting complex, centrosome, cytoplasm, cytosol, mitotic spindle, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CDC16_HUMAN,https://cansarblack.icr.ac.uk/target/Q13042/synopsis,,,,,,,,0,,0,-0.5,74,,,,,,,,,,
,P22314,UBA1,"Ubiquitin-like modifier-activating enzyme 1",6.2.1.45,"UBA1_HUMAN, UBA1, A1S9T, UBE1","Cytoplasm, Mitochondrion, Nucleus, Nucleus, Cytoplasm","P22314 UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 P22314,Q5JRR8,Q96E13 Protein A1S9, Ubiquitin-activating enzyme E1 A1S9T, UBE1","cytoplasm, cytosol, extracellular exosome, mitochondrion, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UBA1_HUMAN,https://cansarblack.icr.ac.uk/target/P22314/synopsis,,,,,,,,0,,0,-1.55,63,,,,,,,,,,
,Q6P1J9,CDC73,Parafibromin,,"CDC73_HUMAN, CDC73, C1orf28, HRPT2",Nucleus,"Q6P1J9 CDC73_HUMAN Parafibromin Q6P1J9,A6NLZ8,B2RBR2,Q6PK51,Q96A07,Q9H245,Q9H5L7 Cell division cycle protein 73 homolog, Hyperparathyroidism 2 protein C1orf28, HRPT2","cdc73/paf1 complex, chromosome, cytosol, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CDC73_HUMAN,https://cansarblack.icr.ac.uk/target/Q6P1J9/synopsis,,,,,,,,0,,0,1,90,,,,,,,,,,
,P25054,APC,"Adenomatous polyposis coli protein",,"APC_HUMAN, APC, DP2.5","Cell junction, Adherens junction, Cytoplasm, Cytoskeleton, Cell projection, Lamellipodium, Cell projection, Ruffle membrane, Cytoplasm, Cell membrane","P25054 APC_HUMAN Adenomatous polyposis coli protein P25054,B7Z2B6,D3DT03,Q15162,Q15163,Q93042 Deleted in polyposis 2.5 DP2.5","adherens junction, beta-catenin destruction complex, bicellular tight junction, catenin complex, centrosome, cytoplasm, cytosol, golgi apparatus, kinetochore, lamellipodium, lateral plasma membrane, microtubule, nucleoplasm, nucleus, perinuclear region of cytoplasm, plasma membrane, ruffle membrane, wnt signalosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=APC_HUMAN,https://cansarblack.icr.ac.uk/target/P25054/synopsis,,,,,,,,0,,0,1.4,94,,,,,,,,,,
,P11802,CDK4,"Cyclin-dependent kinase 4",2.7.11.22,"CDK4_HUMAN, CDK4","Cytoplasm, Nucleus, Nucleus membrane","P11802 CDK4_HUMAN Cyclin-dependent kinase 4 P11802,B2R9A0,B4DNF9,O00576,Q6FG61 Cell division protein kinase 4, PSK-J3 ","bicellular tight junction, chromatin, cyclin d2-cdk4 complex, cyclin-dependent protein kinase holoenzyme complex, cytosol, mediator complex, nuclear membrane, nucleolus, nucleoplasm, nucleus, perinuclear region of cytoplasm, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CDK4_HUMAN,https://cansarblack.icr.ac.uk/target/P11802/synopsis,"100.00|P11802|CDK4|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein","100.00|P11802|CDK4|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein||70.61|Q00534|CDK6|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein","100.00|P11802|CDK4|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein||70.61|Q00534|CDK6|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein||38.38|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein||37.00|Q15139|PRKD1|MIDOSTAURIN|Whole:::Protein||37.00|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||36.00|O94806|PRKD3|MIDOSTAURIN|Whole:::Protein||36.00|Q13882|PTK6|VANDETANIB|Whole:::Protein||35.33|Q15759|MAPK11|REGORAFENIB|Whole:::Protein",,,,,0,,0,2.05,97,,,,,,,,,,
,Q9UNS2,COPS3,"COP9 signalosome complex subunit 3",,"CSN3_HUMAN, COPS3, CSN3","Cytoplasm, Nucleus","Q9UNS2 CSN3_HUMAN COP9 signalosome complex subunit 3 Q9UNS2,B2R683,B4DY81,O43191,Q7LDR6 JAB1-containing signalosome subunit 3 CSN3","cop9 signalosome, cytoplasm, cytosol, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CSN3_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UNS2/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P04626,ERBB2,"Receptor tyrosine-protein kinase erbB-2",2.7.10.1,"ERBB2_HUMAN, ERBB2, HER2, MLN19, NEU, NGL","Cell membrane, Early endosome, Cytoplasm, Perinuclear region, Nucleus, Cytoplasm, Nucleus, Cytoplasm, Nucleus","P04626 ERBB2_HUMAN Receptor tyrosine-protein kinase erbB-2 P04626,B2RZG3,B4DHN3,Q14256,Q6LDV1,Q9UMK4,X5D2V5 Metastatic lymph node gene 19 protein, Proto-oncogene Neu, Proto-oncogene c-ErbB-2, Tyrosine kinase-type cell surface receptor HER2, p185erbB2 HER2, MLN19, NEU, NGL","apical plasma membrane, basal plasma membrane, basolateral plasma membrane, cytosol, early endosome, endosome membrane, erbb3, integral component of membrane, integral component of plasma membrane, myelin sheath, nucleus, perinuclear region of cytoplasm, plasma membrane, receptor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ERBB2_HUMAN,https://cansarblack.icr.ac.uk/target/P04626/synopsis,"100.00|P04626|ERBB2|TRASTUZUMAB EMTANSINE,AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,LANREOTIDE,LANREOTIDE ACETATE,LAPATINIB,LAPATINIB DITOSYLATE,NERATINIB,NERATINIB MALEATE,PERTUZUMAB,TRASTUZUMAB,TRASTUZUMAB DERUXTECAN,TRASTUZUMAB,TUCATINIB,VANDETANIB|Whole:::Protein","100.00|P04626|ERBB2|TRASTUZUMAB EMTANSINE,AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,LANREOTIDE,LANREOTIDE ACETATE,LAPATINIB,LAPATINIB DITOSYLATE,NERATINIB,NERATINIB MALEATE,PERTUZUMAB,TRASTUZUMAB,TRASTUZUMAB DERUXTECAN,TRASTUZUMAB,TUCATINIB,VANDETANIB|Whole:::Protein","100.00|P04626|ERBB2|TRASTUZUMAB EMTANSINE,AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,LANREOTIDE,LANREOTIDE ACETATE,LAPATINIB,LAPATINIB DITOSYLATE,NERATINIB,NERATINIB MALEATE,PERTUZUMAB,TRASTUZUMAB,TRASTUZUMAB DERUXTECAN,TRASTUZUMAB,TUCATINIB,VANDETANIB|Whole:::Protein||49.68|P00533|EGFR|AFATINIB,AFATINIB DIMALEATE,CETUXIMAB,DACOMITINIB,DACOMITINIB,ERLOTINIB,ERLOTINIB HYDROCHLORIDE,GEFITINIB,LAPATINIB,LAPATINIB DITOSYLATE,NECITUMUMAB,NERATINIB,NERATINIB MALEATE,OSIMERTINIB,OSIMERTINIB MESYLATE,PANITUMUMAB,REGORAFENIB,VANDETANIB|Whole:::Protein||48.68|Q15303|ERBB4|AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,NERATINIB,NERATINIB MALEATE,VANDETANIB|Whole:::Protein||47.30|P21860|ERBB3|VANDETANIB|Whole:::Protein||45.12|P36888|FLT3|BRIGATINIB,FEDRATINIB,FEDRATINIB HYDROCHLORIDE,GILTERITINIB FUMARATE,GILTERITINIB,MIDOSTAURIN,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||43.56|P16234|PDGFRA|AVAPRITINIB,AXITINIB,MIDOSTAURIN,NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE,NINTEDANIB,NINTEDANIB ESYLATE,OLARATUMAB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||42.41|P17948|FLT1|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,Selpercatinib,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||42.37|P08581|MET|CABOZANTINIB,CABOZANTINIB S-MALATE,CAPMATINIB,CAPMATINIB HYDROCHLORIDE,CRIZOTINIB|Whole:::Protein||42.31|P09619|PDGFRB|AXITINIB,BECAPLERMIN,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||42.08|P51451|BLK|DASATINIB,VANDETANIB|Whole:::Protein||41.80|P12931|SRC|BOSUTINIB,DASATINIB,VANDETANIB|Whole:::Protein||41.30|P43405|SYK|FOSTAMATINIB,FOSTAMATINIB DISODIUM|Whole:::Protein||40.70|P06241|FYN|DASATINIB,VANDETANIB|Whole:::Protein||40.64|P09769|FGR|DASATINIB,VANDETANIB|Whole:::Protein||40.40|P10721|KIT|AVAPRITINIB,AXITINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||40.31|P07947|YES1|DASATINIB,VANDETANIB|Whole:::Protein||40.14|Q07912|TNK2|ENTRECTINIB|Whole:::Protein||39.50|P00519|ABL1|BOSUTINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE,PONATINIB,PONATINIB HYDROCHLORIDE,REGORAFENIB|Whole:::Protein||39.11|P35968|KDR|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,RAMUCIRUMAB,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||38.87|P54762|EPHB1|VANDETANIB|Whole:::Protein||38.58|P08922|ROS1|BRIGATINIB,ENTRECTINIB,LORLATINIB|Whole:::Protein||38.37|P06239|LCK|DASATINIB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,VANDETANIB|Whole:::Protein||38.21|P54760|EPHB4|VANDETANIB|Whole:::Protein||38.07|P07333|CSF1R|PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||37.46|P54756|EPHA5|VANDETANIB|Whole:::Protein||37.28|P22607|FGFR3|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEMIGATINIB,VANDETANIB|Whole:::Protein||37.21|P07948|LYN|DASATINIB,VANDETANIB|Whole:::Protein||37.04|P52333|JAK3|BARICITINIB,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein||36.97|P29322|EPHA8|VANDETANIB|Whole:::Protein||36.92|P11362|FGFR1|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEMIGATINIB,VANDETANIB|Whole:::Protein||36.89|P54764|EPHA4|VANDETANIB|Whole:::Protein||36.43|P21709|EPHA1|VANDETANIB|Whole:::Protein||36.42|P29320|EPHA3|VANDETANIB|Whole:::Protein||36.36|Q9H3Y6|SRMS|DASATINIB,VANDETANIB|Whole:::Protein||36.33|Q15375|EPHA7|VANDETANIB|Whole:::Protein||36.33|P21802|FGFR2|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE,PALIFERMIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEMIGATINIB,REGORAFENIB,VANDETANIB|Whole:::Protein||36.19|Q08881|ITK|PAZOPANIB,PAZOPANIB HYDROCHLORIDE|Whole:::Protein||36.19|P08631|HCK|BOSUTINIB,DASATINIB,VANDETANIB|Whole:::Protein||36.15|Q13882|PTK6|VANDETANIB|Whole:::Protein||36.09|P29323|EPHB2|VANDETANIB|Whole:::Protein||35.65|P06213|INSR|INSULIN DETEMIR,INSULIN ASPART,INSULIN GLARGINE,INSULIN LISPRO,INSULIN PORK,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,INSULIN ZINC SUSP EXTENDED PURIFIED BEEF,INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,INSULIN SUSP ISOPHANE BEEF,INSULIN ZINC SUSP PURIFIED BEEF,INSULIN LISPRO PROTAMINE RECOMBINANT,INSULIN GLULISINE,INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,INSULIN SUSP PROTAMINE ZINC BEEF/PORK,INSULIN PURIFIED BEEF,INSULIN PURIFIED PORK,INSULIN,INSULIN ZINC SUSP PURIFIED BEEF/PORK,INSULIN SUSP ISOPHANE BEEF/PORK,INSULIN SUSP PROTAMINE ZINC PURIFIED PORK,INSULIN ZINC SUSP BEEF,INSULIN ZINC SUSP EXTENDED BEEF,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,INSULIN ZINC SUSP PROMPT BEEF,INSULIN ZINC SUSP PROMPT PURIFIED PORK,INSULIN ZINC SUSP RECOMBINANT HUMAN,INSULIN ZINC SUSP PURIFIED PORK,INSULIN SUSP ISOPHANE PURIFIED BEEF,INSULIN SUSP ISOPHANE PURIFIED PORK,INSULIN ASPART PROTAMINE RECOMBINANT,INSULIN,INSULIN GLARGINE,INSULIN GLULISINE|Whole:::Protein||35.61|P04629|NTRK1|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||35.50|P42685|FRK|DASATINIB,REGORAFENIB,VANDETANIB|Whole:::Protein||35.44|P08069|IGF1R|BRIGATINIB,MECASERMIN,MECASERMIN RINFABATE,MECASERMIN RINFABATE,SOMATROPIN|Whole:::Protein||35.41|Q06187|BTK|ACALABRUTINIB,IBRUTINIB,ZANUBRUTINIB|Whole:::Protein||35.37|P29317|EPHA2|DASATINIB,VANDETANIB|Whole:::Protein||35.20|P54753|EPHB3|VANDETANIB|Whole:::Protein||35.14|P22455|FGFR4|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE|Whole:::Protein",,,,,0,,0,1.3,93,,,,,,,,,,
,P09874,PARP1,"Poly [ADP-ribose] polymerase 1",2.4.2.30,"PARP1_HUMAN, PARP1, ADPRT, PPOL","Nucleus, Nucleus, Nucleolus, Chromosome","P09874 PARP1_HUMAN Poly [ADP-ribose] polymerase 1 P09874,B1ANJ4,Q8IUZ9 ADP-ribosyltransferase diphtheria toxin-like 1, DNA ADP-ribosyltransferase PARP1, NAD(+) ADP-ribosyltransferase 1, Poly[ADP-ribose] synthase 1, Protein poly-ADP-ribosyltransferase PARP1 ADPRT, PPOL","chromosome, membrane, mitochondrion, nuclear body, nuclear envelope, nucleolus, nucleoplasm, nucleus, protein-containing complex, protein-dna complex, site of dna damage, site of double-strand break, transcription regulator complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PARP1_HUMAN,https://cansarblack.icr.ac.uk/target/P09874/synopsis,"100.00|P09874|PARP1|NIRAPARIB,NIRAPARIB TOSYLATE,OLAPARIB,RUCAPARIB,RUCAPARIB CAMSYLATE,TALAZOPARIB,TALAZOPARIB TOSYLATE|Whole:::Protein","100.00|P09874|PARP1|NIRAPARIB,NIRAPARIB TOSYLATE,OLAPARIB,RUCAPARIB,RUCAPARIB CAMSYLATE,TALAZOPARIB,TALAZOPARIB TOSYLATE|Whole:::Protein","100.00|P09874|PARP1|NIRAPARIB,NIRAPARIB TOSYLATE,OLAPARIB,RUCAPARIB,RUCAPARIB CAMSYLATE,TALAZOPARIB,TALAZOPARIB TOSYLATE|Whole:::Protein||41.96|Q9UGN5|PARP2|NIRAPARIB,NIRAPARIB TOSYLATE,OLAPARIB,RUCAPARIB,RUCAPARIB CAMSYLATE,TALAZOPARIB,TALAZOPARIB TOSYLATE|Whole:::Protein",,,,,0,,0,2.35,98,,,,,,,,,,
,Q9BXW9,FANCD2,"Fanconi anemia group D2 protein",,"FACD2_HUMAN, FANCD2, FACD",Nucleus,"Q9BXW9 FACD2_HUMAN Fanconi anemia group D2 protein Q9BXW9,Q2LA86,Q69YP9,Q6PJN7,Q9BQ06,Q9H9T9  FACD","condensed chromosome, cytosol, nuclear body, nucleolus, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=FACD2_HUMAN,https://cansarblack.icr.ac.uk/target/Q9BXW9/synopsis,,,,,,,,0,,0,0.25,82,,,,,,,,,,
,P20248,CCNA2,Cyclin-A2,,"CCNA2_HUMAN, CCNA2, CCN1, CCNA","Nucleus, Cytoplasm","P20248 CCNA2_HUMAN Cyclin-A2 P20248,A8K7B6,Q2M3U6,Q4W5P4,Q6LER8 Cyclin A CCN1, CCNA","cyclin a2-cdk2 complex, cyclin-dependent protein kinase holoenzyme complex, cytoplasm, cytosol, female pronucleus, male pronucleus, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CCNA2_HUMAN,https://cansarblack.icr.ac.uk/target/P20248/synopsis,39.16|P24385|CCND1|PALBOCICLIB|Whole:::Protein,,39.16|P24385|CCND1|PALBOCICLIB|Whole:::Protein,,,,,0,,0,1.65,95,,,,,,,,,,
,P38159,RBMX,"RNA-binding motif protein, X chromosome",,"RBMX_HUMAN, RBMX, HNRPG, RBMXP1",Nucleus,"P38159 RBMX_HUMAN RNA-binding motif protein, X chromosome P38159,B4E3U4,D3DWH0,E9PG86,Q5JQ67,Q8N8Y7,Q969R3 Glycoprotein p43, Heterogeneous nuclear ribonucleoprotein G HNRPG, RBMXP1","catalytic step 2 spliceosome, euchromatin, extracellular exosome, extracellular space, membrane, nucleoplasm, nucleus, protein-containing complex, ribonucleoprotein complex, spliceosomal complex, supraspliceosomal complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RBMX_HUMAN,https://cansarblack.icr.ac.uk/target/P38159/synopsis,,,,,,,,0,,0,-1.1,67,,,,,,,,,,
,P46531,NOTCH1,"Neurogenic locus notch homolog protein 1",,"NOTC1_HUMAN, NOTCH1, TAN1","Cell membrane, Nucleus","P46531 NOTC1_HUMAN Neurogenic locus notch homolog protein 1 P46531,Q59ED8,Q5SXM3 Translocation-associated notch protein TAN-1 TAN1","acrosomal vesicle, adherens junction, apical plasma membrane, cell surface, cytosol, endoplasmic reticulum membrane, extracellular region, golgi membrane, integral component of membrane, maml1-rbp-jkappa- icn1 complex, nucleoplasm, nucleus, plasma membrane, receptor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NOTC1_HUMAN,https://cansarblack.icr.ac.uk/target/P46531/synopsis,,,,,,,,0,,0,1.4,94,,,,,,,,,,
,Q13315,ATM,"Serine-protein kinase ATM",2.7.11.1,"ATM_HUMAN, ATM","Nucleus, Cytoplasmic vesicle","Q13315 ATM_HUMAN Serine-protein kinase ATM Q13315,B2RNX5,O15429,Q12758,Q16551,Q93007,Q9NP02,Q9UCX7 Ataxia telangiectasia mutated ","cytoplasm, cytoplasmic vesicle, cytosol, dna repair complex, intracellular membrane-bounded organelle, nucleolus, nucleoplasm, nucleus, peroxisomal matrix, spindle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ATM_HUMAN,https://cansarblack.icr.ac.uk/target/Q13315/synopsis,"29.73|P42345|MTOR|EVEROLIMUS,PERHEXILINE,PERHEXILINE MALEATE|Whole:::Protein",,,,,,,0,,0,0.4,84,,,,,,,,,,
,P15056,BRAF,"Serine/threonine-protein kinase B-raf",2.7.11.1,"BRAF_HUMAN, BRAF, BRAF1, RAFB1","Nucleus, Cytoplasm, Cell membrane","P15056 BRAF_HUMAN Serine/threonine-protein kinase B-raf P15056,A4D1T4,B6HY61,B6HY62,B6HY63,B6HY64,B6HY65,B6HY66,Q13878,Q3MIN6,Q9UDP8,Q9Y6T3 Proto-oncogene B-Raf, p94, v-Raf murine sarcoma viral oncogene homolog B1 BRAF1, RAFB1","cytosol, intracellular membrane-bounded organelle, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BRAF_HUMAN,https://cansarblack.icr.ac.uk/target/P15056/synopsis,"100.00|P15056|BRAF|DABRAFENIB,DABRAFENIB MESYLATE,ENCORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,VEMURAFENIB|Whole:::Protein","100.00|P15056|BRAF|DABRAFENIB,DABRAFENIB MESYLATE,ENCORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,VEMURAFENIB|Whole:::Protein||59.41|P04049|RAF1|DABRAFENIB,DABRAFENIB MESYLATE,ENCORAFENIB,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE|Whole:::Protein","100.00|P15056|BRAF|DABRAFENIB,DABRAFENIB MESYLATE,ENCORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,VEMURAFENIB|Whole:::Protein||59.41|P04049|RAF1|DABRAFENIB,DABRAFENIB MESYLATE,ENCORAFENIB,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE|Whole:::Protein||35.07|P07948|LYN|DASATINIB,VANDETANIB|Whole:::Protein",,,,,0,,0,1.3,93,,,,,,,,,,
,Q9UBU9,NXF1,"Nuclear RNA export factor 1",,"NXF1_HUMAN, NXF1, TAP","Nucleus, Nucleus, Nucleoplasm, Nucleus speckle, Nucleus, Nuclear pore complex, Nucleus envelope, Cytoplasm, Cytoplasm, Stress granule","Q9UBU9 NXF1_HUMAN Nuclear RNA export factor 1 Q9UBU9,B4E269,Q99799,Q9UQL2 Tip-associated protein, Tip-associating protein, mRNA export factor TAP TAP","cytoplasm, cytoplasmic stress granule, cytosol, nuclear inclusion body, nuclear pore, nuclear speck, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NXF1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UBU9/synopsis,,,,,,,,0,,0,-1.15,67,,,,,,,,,,
